experimental_perturbation	cas	verdict	term_id	chebi_name	reason_code	inchikey	identity_evidence	first_seen_batch	last_updated_batch
AM 630	164178-33-0	verified	CHEBI:93112	[6-iodo-2-methyl-1-[2-(4-morpholinyl)ethyl]-3-indolyl]-(4-methoxyphenyl)methanone		JHOTYHDSLIUKCJ-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
AM 92016 hydrochloride	133229-11-5	unverified			in_pubchem_not_in_chebi	TXOARFPCQOBODS-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
AM580	102121-60-8	verified	CHEBI:64210	4-{[(5,5,8,8-tetramethyl-5,6,7,8-tetrahydronaphthalen-2-yl)carbonyl]amino}benzoic acid		SZWKGOZKRMMLAJ-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Ambroxol hydrochloride	23828-92-4	unverified			chebi_has_only_a_different_form	QNVKOSLOVOTXKF-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
AMG 9810	545395-94-6	unverified			chebi_has_only_a_different_form	GZTFUVZVLYUPRG-IZZDOVSWSA-N	name and CAS resolved independently to the same structure	1	2
AMI-193	510-74-7	verified	CHEBI:64207	spiramide		FJUKDAZEABGEIH-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Amiloride hydrochloride	2016-88-8	verified	CHEBI:84743	amiloride hydrochloride		ACHKKGDWZVCSNH-UHFFFAOYSA-N	the experimental team confirmed the CAS / catalogue product	1	2
AMINACRINE	90-45-9	verified	CHEBI:74789	9-aminoacridine		XJGFWWJLMVZSIG-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	2	2
Amiodarone HCl	19774-82-4	verified	CHEBI:2664	Amiodarone hydrochloride		ITPDYQOUSLNIHG-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	2	2
Amisulpride	71675-85-9	verified	CHEBI:64045	amisulpride		NTJOBXMMWNYJFB-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Amlodipine besylate	111470-99-6	verified	CHEBI:2669	amlodipine benzenesulfonate		ZPBWCRDSRKPIDG-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Ammonium pyrrolidinedithiocarbamate	5108-96-3	verified	CHEBI:234321	ammonium pyrrolidinedithiocarbamate		MDDIUTVUBYEEEM-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Amsacrine	51264-14-3	verified	CHEBI:2687	amsacrine		XCPGHVQEEXUHNC-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	2	2
Amthamine dihydrobromide	142457-00-9	unverified			in_pubchem_not_in_chebi	XFXNNOPUDSFVJE-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
ANCITABINE HYDROCHLORIDE	10212-25-6	verified	CHEBI:74843	ancitabine hydrochloride		KZOWNALBTMILAP-JBMRGDGGSA-N	name and CAS resolved independently to the same structure	1	2
Aniracetam	72432-10-1	verified	CHEBI:47943	aniracetam		ZXNRTKGTQJPIJK-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
ANISOMYCIN	22862-76-6	verified	CHEBI:338412	(−)-anisomycin		YKJYKKNCCRKFSL-RDBSUJKOSA-N	name and CAS resolved independently to the same structure	2	2
Anpirtoline hydrochloride	99201-87-3	unverified			in_pubchem_not_in_chebi	GRXDJABVNGUGCW-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Ansamitocin p-3 (Maytansinol isobutyrate, NSC292222)	66547-09-9	unverified			in_pubchem_not_in_chebi	WLKHTIAFMSHJLG-BYXOJEECSA-N	name and CAS agree; PubChem stereo-duplicate, anchored on the defined side	1	2
Antazoline hydrochloride	2508-72-7	verified	CHEBI:749727	antazoline hydrochloride		SWKDMSRRIBZZAY-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
ANTHOTHECOL	80286-58-4	unverified			chebi_has_only_a_different_form	AJTULIWKBMDPCJ-IYGCLJFQSA-N	the experimental team confirmed the compound name	1	2
ANTIAROL	642-71-7	verified	CHEBI:2760	3,4,5-trimethoxyphenol		VTCDZPUMZAZMSB-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	2	2
Antimycin A	1397-94-0	verified	CHEBI:2762	antimycin A		UIFFUZWRFRDZJC-SBOOETFBSA-N	name and CAS resolved independently to the same structure	2	2
API-2	35943-35-2	verified	CHEBI:65310	triciribine		HOGVTUZUJGHKPL-HTVVRFAVSA-N	single_source	1	2
Apigenin	520-36-5	verified	CHEBI:18388	apigenin		KZNIFHPLKGYRTM-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
APOMORPHINE HYDROCHLORIDE	41372-20-7	verified	CHEBI:31228	apomorphine hydrochloride		CXWQXGNFZLHLHQ-DPFCLETOSA-N	the experimental team confirmed the compound name	1	2
Apoptosis Activator 2	79183-19-0	verified	CHEBI:92273	1-[(3,4-dichlorophenyl)methyl]indole-2,3-dione		KGRJPLRFGLMQMV-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Ara-G hydrate	38819-10-2	verified	CHEBI:73141	9-β-D-arabinofuranosylguanine		NYHBQMYGNKIUIF-FJFJXFQQSA-N	name and CAS resolved independently to the same structure	2	2
ARC 239 dihydrochloride	55974-42-0	unverified			in_pubchem_not_in_chebi	SAJKHRHHDGSJEZ-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Arcaine sulfate	14923-17-2	unverified			in_pubchem_not_in_chebi	RWTGFMPOODRXIM-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Arctigenin	7770-78-7	verified	CHEBI:79	(-)-Arctigenin		NQWVSMVXKMHKTF-JKSUJKDBSA-N	name and CAS resolved independently to the same structure	1	2
Arcyriaflavin A	118458-54-1	verified	CHEBI:93276	LSM-3627		KAJXOWFGKYKMMZ-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Arecaidine but-2-ynyl ester tosylate	119630-77-2	unverified			in_pubchem_not_in_chebi	GKPXMGUNTQSFGA-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Arecaidine propargyl ester tosylate	147202-94-6	unverified			in_pubchem_not_in_chebi	LYHWIOMAWPVTPI-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
ARL 67156 trisodium salt	1021868-83-6	unverified			cas_and_name_are_different_stereoisomers		stereoisomer_disagreement	1	2
Artemisinin	63968-64-9	verified	CHEBI:223316	(+)-artemisinin		BLUAFEHZUWYNDE-NNWCWBAJSA-N	name and CAS resolved independently to the same structure	1	2
AS 1949490	1203680-76-5	unverified			in_pubchem_not_in_chebi	RFZPGNRLOKVZJY-AWEZNQCLSA-N	name and CAS resolved independently to the same structure	1	2
Astemizole	68844-77-9	verified	CHEBI:2896	astemizole		GXDALQBWZGODGZ-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
AT 101	90141-22-3	unverified			identity_single_source_only	QBKSWRVVCFFDOT-UHFFFAOYSA-N	single_source	1	2
AT9283	896466-04-9	verified	CHEBI:125514	AT9283		LOLPPWBBNUVNQZ-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	2	2
ATPA	140158-50-5	verified	CHEBI:91806	2-amino-3-(5-tert-butyl-3-oxo-4-isoxazolyl)propanoic acid		PIXJURSCCVBKRF-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Auranofin	34031-32-8	verified	CHEBI:2922	auranofin		AUJRCFUBUPVWSZ-XTZHGVARSA-M	name and CAS resolved independently to the same structure	1	2
AY 9944	366-93-8	unverified			in_pubchem_not_in_chebi	NRVIEWRSGDDWHP-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
AZ 10417808	331645-84-2	verified	CHEBI:92637	2-(3,4-dichloroanilino)-6-nitro-4-oxo-N-prop-2-enyl-1H-quinazoline-8-carboxamide		VUBILPOZTRGZJK-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
BADGE	1675-54-3	verified	CHEBI:34578	Bisphenol A diglycidyl ether		LCFVJGUPQDGYKZ-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Baicalein	491-67-8	verified	CHEBI:2979	baicalein		FXNFHKRTJBSTCS-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
BAN ORL 24	1401463-54-4	unverified			in_pubchem_not_in_chebi	NEEVITHVDIQNJY-KHZPMNTOSA-N	name and CAS resolved independently to the same structure	1	2
Bardoxolone Methyl	218600-53-4	verified	CHEBI:177406	Bardoxolone methyl		WPTTVJLTNAWYAO-KPOXMGGZSA-N	name and CAS resolved independently to the same structure	2	2
Bay 11-7082	19542-67-7	verified	CHEBI:85928	(E)-3-tosylacrylonitrile		DOEWDSDBFRHVAP-KRXBUXKQSA-N	name and CAS resolved independently to the same structure	2	2
Bay 11-7085	19542-67-7	unverified			cas_and_name_are_different_compounds		compound_disagreement	2	2
Bay 11-7821	19542-67-7	verified	CHEBI:85928	(E)-3-tosylacrylonitrile		DOEWDSDBFRHVAP-KRXBUXKQSA-N	name and CAS resolved independently to the same structure	2	2
BD 1008 dihydrobromide	138356-09-9	unverified			in_pubchem_not_in_chebi	YTBUMHOSKIAYCZ-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
BD 1047 dihydrobromide	138356-21-5	unverified			in_pubchem_not_in_chebi	WOALTFHGLDVJHK-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
BD 1063 dihydrochloride	206996-13-6	unverified			in_pubchem_not_in_chebi	NXFDBTLQOARIMH-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Belinostat	866323-14-0	verified	CHEBI:61076	belinostat		NCNRHFGMJRPRSK-MDZDMXLPSA-N	name and CAS resolved independently to the same structure	2	2
Belotecan (CKD-602) hydrochloride	213819-48-8	verified	CHEBI:752561	belotecan hydrochloride		SJKBXKKZBKCHET-UQIIZPHYSA-N	name and CAS agree; PubChem stereo-duplicate, anchored on the defined side	1	2
Benazepril hydrochloride	86541-74-4	verified	CHEBI:3012	benazepril hydrochloride		VPSRQEHTHIMDQM-FKLPMGAJSA-N	name and CAS resolved independently to the same structure	1	2
BENURESTAT	1477-55-0	verified	CHEBI:177645	benurestat		JFZGBMJPJZDNNT-UHFFFAOYSA-N	the experimental team confirmed the compound name	1	2
Benzalkonium chloride	8001-54-5	unverified			in_pubchem_not_in_chebi	XIWFQDBQMCDYJT-UHFFFAOYSA-M	name and CAS resolved independently to the same structure	1	2
Benzethonium Chloride	121-54-0	verified	CHEBI:31264	benzethonium chloride		UREZNYTWGJKWBI-UHFFFAOYSA-M	name and CAS resolved independently to the same structure	2	2
Benzoquinonium dibromide	311-09-1	unverified			chebi_has_only_a_different_form	CDXLNLASGZNDKJ-UHFFFAOYSA-O	the experimental team confirmed the CAS / catalogue product	1	2
BENZOXIQUINE	86-75-9	verified	CHEBI:93233	benzoic acid 8-quinolinyl ester		BHKPHCKISVSDGV-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	2	2
Bestatin	58970-76-6	verified	CHEBI:3070	bestatin		VGGGPCQERPFHOB-RDBSUJKOSA-N	name and CAS resolved independently to the same structure	1	2
beta-PELTATIN	518-29-6	verified	CHEBI:74867	β-peltatin		HLBPOYVRLSXWJJ-PDSMFRHLSA-N	name and CAS resolved independently to the same structure	1	2
Betaxolol hydrochloride	63659-19-8	verified	CHEBI:643228	betaxolol hydrochloride		CHDPSNLJFOQTRK-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
BF 2649	903576-44-3	verified	CHEBI:756622	pitolisant hydrochloride		XLFKECRRMPOAQS-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
BHQ	88-58-4	verified	CHEBI:41094	2,5-di-tert-butylbenzene-1,4-diol		JZODKRWQWUWGCD-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
BI 2536	755038-02-9	verified	CHEBI:49868	BI-2536		XQVVPGYIWAGRNI-JOCHJYFZSA-N	name and CAS resolved independently to the same structure	2	2
BI 78D3	883065-90-5	verified	CHEBI:94732	4-(2,3-dihydro-1,4-benzodioxin-6-yl)-3-[(5-nitro-2-thiazolyl)thio]-1H-1,2,4-triazol-5-one		QFRLDZGQEZCCJZ-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	2	2
BIO	667463-62-9	unverified			chebi_has_only_a_different_form	SAQUSDSPQYQNBG-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Bleomycin sulfate	9041-93-4	unverified			in_pubchem_not_in_chebi	WUIABRMSWOKTOF-OYALTWQYSA-O	name and CAS resolved independently to the same structure	1	2
BML-190	2854-32-2	unverified			chebi_has_only_a_different_form	OOKFHWWAUUITQR-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
BMS 191011	202821-81-6	verified	CHEBI:93672	3-[(5-chloro-2-hydroxyphenyl)methyl]-5-[4-(trifluoromethyl)phenyl]-1,3,4-oxadiazol-2-one		QKOWACXSXTXRKA-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
BMS 649	146670-40-8	unverified			in_pubchem_not_in_chebi	ZZUKALQMHNSWTK-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
BMY 14802 hydrochloride	105565-55-7	unverified			in_pubchem_not_in_chebi	NIBVEFRJDFVQLM-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
BMY 45778	152575-66-1	verified	CHEBI:51544	BMY 45778		DSRSEEYZGWTODH-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
BMY 7378 dihydrochloride	21102-95-4	unverified			in_pubchem_not_in_chebi	NIBOMXUDFLRHRV-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
BNTX maleate	864461-31-4	unverified			in_pubchem_not_in_chebi	GKHUUKGUNNYVGB-LQDKARLYSA-N	name and CAS resolved independently to the same structure	1	2
Bortezomib (PS-341)	179324-69-7	verified	CHEBI:52717	bortezomib		GXJABQQUPOEUTA-RDJZCZTQSA-N	name and CAS resolved independently to the same structure	2	2
Brefeldin A	20350-15-6	verified	CHEBI:48080	brefeldin A		KQNZDYYTLMIZCT-KQPMLPITSA-N	name and CAS resolved independently to the same structure	2	2
Bretazenil	84379-13-5	verified	CHEBI:748670	bretazenil		LWUDDYHYYNNIQI-ZDUSSCGKSA-N	name and CAS resolved independently to the same structure	1	2
BRL 15572 hydrochloride	1173022-77-9	verified	CHEBI:64057	3-[4-(3-chlorophenyl)piperazin-1-yl]-1,1-diphenylpropan-2-ol hydrochloride		KQGJIKWDFWLCHO-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
BRL 44408 maleate	681806-46-2	unverified			in_pubchem_not_in_chebi	DDIQGSUEJOOQQQ-BTJKTKAUSA-N	name and CAS resolved independently to the same structure	1	2
BRL 50481	433695-36-4	verified	CHEBI:93472	BRL-50481		IFIUFCJFLGCQPH-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Bromoacetyl alprenolol menthane	76298-90-3	unverified			in_pubchem_not_in_chebi	RTYBGDQNUBLFSW-XIJGOZNCSA-N	name and CAS agree; PubChem stereo-duplicate, anchored on the defined side	1	2
Bromocriptine mesylate	22260-51-1	verified	CHEBI:3182	bromocriptine methanesulfonate		NOJMTMIRQRDZMT-GSPXQYRGSA-N	name and CAS resolved independently to the same structure	1	2
BTS	1576-37-0	unverified			identity_single_source_only	WTHKAJZQYNKTCJ-UHFFFAOYSA-N	single_source	1	2
Budesonide	51333-22-3	verified	CHEBI:3207	budesonide		VOVIALXJUBGFJZ-KWVAZRHASA-N	name and CAS resolved independently to the same structure	2	2
Butabindide oxalate	185213-03-0	unverified			in_pubchem_not_in_chebi	KKMJFDVOXSGHBF-SLHAJLBXSA-N	name and CAS resolved independently to the same structure	1	2
BVT 948	39674-97-0	unverified			in_pubchem_not_in_chebi	LLPBUXODFQZPFH-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
BW 373U86	155836-50-3	verified	CHEBI:114187	4-[(R)-[(2S,5R)-2,5-dimethyl-4-prop-2-enyl-1-piperazinyl]-(3-hydroxyphenyl)methyl]-N,N-diethylbenzamide		LBLDMHBSVIVJPM-YZIHRLCOSA-N	name and CAS resolved independently to the same structure	1	2
BW 723C86 hydrochloride	160521-72-2	unverified			in_pubchem_not_in_chebi	PYJBJMIBANAOFJ-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
BW-B 70C	134470-38-5	verified	CHEBI:75307	BW B70C		UAIYNMRLUHHRMF-AATRIKPKSA-N	name and CAS resolved independently to the same structure	1	2
BYK 204165	1104546-89-5	unverified			in_pubchem_not_in_chebi	BTYSIDSTHDDAJW-LCYFTJDESA-N	name and CAS resolved independently to the same structure	1	2
C-1	84468-24-6	verified	CHEBI:93271	5-(1-piperazinylsulfonyl)isoquinoline		UPTYCYWTFGTCCG-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Caffeic acid phenethyl ester	104594-70-9	verified	CHEBI:8062	phenethyl caffeate		SWUARLUWKZWEBQ-VQHVLOKHSA-N	name and CAS resolved independently to the same structure	1	2
Calcipotriol	112965-21-6	verified	CHEBI:50749	calcipotriol		LWQQLNNNIPYSNX-UROSTWAQSA-N	name and CAS resolved independently to the same structure	1	2
Calmidazolium chloride	3895-92-9	unverified			cas_and_name_are_different_compounds		compound_disagreement	2	2
Calpeptin	117591-20-5	verified	CHEBI:3330	Calpeptin		PGGUOGKHUUUWAF-ROUUACIJSA-N	name and CAS resolved independently to the same structure	1	2
Camptothecin	7689-03-4	verified	CHEBI:27656	camptothecin		VSJKWCGYPAHWDS-FQEVSTJZSA-N	name and CAS resolved independently to the same structure	1	2
Capsazepine	138977-28-3	verified	CHEBI:70773	capsazepine		DRCMAZOSEIMCHM-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Carbetapentane citrate	23142-01-0	verified	CHEBI:31352	Carbetapentane citrate		AKJDEXBCRLOVTH-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Carfilzomib (PR-171)	868540-17-4	verified	CHEBI:65347	carfilzomib		BLMPQMFVWMYDKT-NZTKNTHTSA-N	name and CAS resolved independently to the same structure	2	2
Carmoxirole hydrochloride	115092-85-8	verified	CHEBI:64199	carmoxirole hydrochloride		LRJUHOBITQUXIO-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Castanospermine	79831-76-8	verified	CHEBI:27860	castanospermine		JDVVGAQPNNXQDW-TVNFTVLESA-N	name and CAS resolved independently to the same structure	1	2
CB-5083	1542705-92-9	verified	CHEBI:232521	CB-5083		RDALZZCKQFLGJP-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	2	2
CCMI	917837-54-8	unverified			cas_and_name_are_different_stereoisomers		stereoisomer_disagreement	1	2
CCMQ	132623-44-0	verified	CHEBI:92111	3-(carboxymethyl)-2-quinolinecarboxylic acid		IFXJDEHFADWURH-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
CCT 018159	171009-07-7	verified	CHEBI:41656	CCT-018159		OWPMENVYXDJDOW-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
CD 1530	107430-66-0	unverified			in_pubchem_not_in_chebi	VCQGNUWOMLYNNG-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
CD 437	125316-60-1	verified	CHEBI:88334	CD437		LDGIHZJOIQSHPB-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
CEDRELONE	1254-85-9	verified	CHEBI:197237	CEDRELONE		OQMUOVSEPOBWMK-BWLMZZBKSA-N	name and CAS resolved independently to the same structure	2	2
Celastrol	34157-83-0	verified	CHEBI:63959	celastrol		KQJSQWZMSAGSHN-JJWQIEBTSA-N	name and CAS resolved independently to the same structure	2	2
Ceritinib (LDK378)	1032900-25-6	verified	CHEBI:78432	ceritinib		VERWOWGGCGHDQE-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	2	2
Cetirizine dihydrochloride	83881-52-1	verified	CHEBI:3562	Cetirizine hydrochloride		PGLIUCLTXOYQMV-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
CETRIMONIUM BROMIDE	57-09-0	verified	CHEBI:3567	cetyltrimethylammonium bromide		LZZYPRNAOMGNLH-UHFFFAOYSA-M	name and CAS resolved independently to the same structure	2	2
Cetylpyridinium Chloride	123-03-5	verified	CHEBI:32915	cetylpyridinium chloride		YMKDRGPMQRFJGP-UHFFFAOYSA-M	name and CAS resolved independently to the same structure	1	2
CFM 1571 hydrochloride	1215548-30-3	unverified			in_pubchem_not_in_chebi	DFVHCFCSCUCAPD-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
CFTRinh 172	307510-92-5	unverified			chebi_has_only_a_different_form	JIMHYXZZCWVCMI-RIYZIHGNSA-N	name and CAS agree; PubChem stereo-duplicate, anchored on the defined side	1	2
CGH 2466 dihydrochloride	1177618-54-0	unverified			in_pubchem_not_in_chebi	WHXRCTIBFLXKFD-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
CGK 733	905973-89-9	verified	CHEBI:91739	2,2-diphenyl-N-[2,2,2-trichloro-1-[[(4-fluoro-3-nitroanilino)-sulfanylidenemethyl]amino]ethyl]acetamide		HLCDNLNLQNYZTK-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
CGP 12177 hydrochloride	64208-32-8	unverified			in_pubchem_not_in_chebi	YQVFCYCTITZLSX-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
CGP 13501	56189-68-5	verified	CHEBI:93680	3-(3,5-ditert-butyl-4-hydroxyphenyl)-2,2-dimethylpropanal		XGWATTXMMMANFJ-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
CGP 35348	123690-79-9	unverified			in_pubchem_not_in_chebi	QIIVUOWTHWIXFO-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
CGP 37157	75450-34-9	verified	CHEBI:91650	7-chloro-5-(2-chlorophenyl)-1,5-dihydro-4,1-benzothiazepin-2-one		KQEPIRKXSUIUTH-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
